0.04224129	-1.3254913	-0.17919432	-0.6564711	0.70415056	0.60055584	-0.15464094	-0.24552666	-0.22560441	-0.19846527	0.2129833	0.6402154	0.11820742	0.5337705	-0.2159297	0.064195536
1.5480902	0.83198917	-1.8401879	1.2139962	-1.2911533	-1.1574556	1.6085796	1.4835175	1.8419024	1.6809605	2.0581489	-2.0312026	2.0799682	-1.3795003	1.87395	-1.5007069
-0.26961812	-0.17733426	0.26604927	-0.2955791	0.34034455	0.19492075	-0.29284996	-0.2716143	-0.39779162	-0.36264712	-0.35308766	0.5641158	-0.40583953	0.25155425	-0.41150722	0.294132
-0.103012	-0.6793939	0.092172235	-0.57105595	0.4564326	0.47332367	-0.23358975	-0.3499247	-0.38780278	-0.24500906	-0.19377942	0.4201824	-0.14954929	0.3911942	-0.40503368	0.19644594
-0.18846367	-0.09357839	0.19794625	-0.16836795	0.23159356	0.18133833	-0.28750998	-0.22617845	-0.21358119	-0.23902945	-0.14376284	0.31642923	-0.17299153	0.17753638	-0.24475563	0.15635428
0.38329032	0.084438056	-0.40912232	0.125262	-0.18206562	-0.1695119	0.3247003	0.2852614	0.3382094	0.35980144	0.5164212	-0.33045107	0.45140156	-0.2332401	0.35270533	-0.38784686
0.2778514	-0.11055341	-0.36713037	-0.025336571	-0.06743303	-0.03955252	0.2343117	0.16709802	0.23962747	0.1917344	0.39308026	-0.19728173	0.38824317	-0.13744077	0.30804607	-0.2636297
0.107138366	-0.25154874	-0.19053364	-0.12213601	0.12117859	0.14452589	0.04381327	-0.011806601	0.037749212	0.030899841	0.23186234	-0.059312955	0.2076518	0.06588942	0.08387289	-0.044239726
0.15526578	-0.23651788	-0.30790296	-0.05017834	0.048984203	-0.00493777	0.19531289	0.055817947	0.12865153	0.1852121	0.33484295	-0.15091003	0.28185055	-0.075852744	0.21200931	-0.15756221
0.6643889	0.6756674	-0.7835284	0.76090974	-0.7052634	-0.6750766	0.72989357	0.7043916	0.8161592	0.74839514	0.93205637	-0.88545567	0.8990559	-0.67457056	0.83918273	-0.7504176
0.8203403	0.7404918	-0.9675823	0.82526904	-0.85408586	-0.7903035	0.8843874	0.8916379	1.0699848	0.95721674	1.0536187	-1.1292149	1.1052691	-0.89473665	1.044438	-0.818257
1.2970074	1.0498818	-1.5949688	1.3133543	-1.2719675	-1.2066617	1.358109	1.3932595	1.6591327	1.4636104	1.6581901	-1.7743831	1.8239293	-1.3090022	1.7371602	-1.3281544
-0.407522	-0.69148046	0.46324664	-0.61046505	0.593268	0.59510165	-0.5337269	-0.55117923	-0.6146897	-0.5204453	-0.50912315	0.6631216	-0.48302323	0.56790996	-0.59765935	0.49707237
-0.7364547	-0.6365049	0.79562867	-0.7446408	0.8037522	0.7373243	-0.8317394	-0.77004445	-0.9122954	-0.7747024	-0.88440216	1.0476204	-0.9202767	0.77922934	-0.92476034	0.79578596
0.40819964	-0.12424557	-0.46430045	0.036624916	-0.10854502	-0.08400557	0.30533746	0.28959584	0.33074546	0.35215688	0.54121345	-0.31153694	0.53618664	-0.18470106	0.40708715	-0.3684206
0.8155766	0.1819033	-0.98369473	0.3820016	-0.511125	-0.45986754	0.7848104	0.6485505	0.86563176	0.7349023	0.9943585	-0.8612666	1.0216948	-0.5952683	0.86452895	-0.78435206
-1.498538	-1.5661623	1.7096568	-1.6830977	1.6952653	1.5671238	-1.6979522	-1.6795957	-1.9522884	-1.7326853	-1.8799098	2.1457453	-1.95075	1.592674	-2.0502217	1.5931048
-0.42043927	-0.6996084	0.4266356	-0.60249573	0.53107595	0.5806522	-0.4283842	-0.44687903	-0.58402294	-0.4703728	-0.44832113	0.6121477	-0.4897843	0.48600307	-0.5451268	0.41616893
0.031769656	0.10638744	-0.10315041	0.09454566	-0.07107983	-0.09073382	0.037640043	0.059257075	0.12365402	0.085483946	0.039261773	-0.03673683	0.06939414	-0.07669282	0.07425014	-0.09081771
0.78139836	0.41589546	-0.8886329	0.5618092	-0.63169396	-0.5494557	0.8325408	0.68869823	0.8666984	0.76784724	1.0060112	-0.8628082	1.0128427	-0.7195437	0.897336	-0.73852587
-1.0751623	-0.5751671	1.1420487	-0.88281476	0.9377106	0.81311995	-1.1194953	-1.0104809	-1.2214663	-1.0876465	-1.3418053	1.3185279	-1.3527683	0.87226766	-1.2504246	0.98897296
-0.33960256	-0.48244023	0.34447503	-0.44176793	0.5324236	0.49971488	-0.44766665	-0.42667696	-0.4956154	-0.47094187	-0.46234196	0.59456503	-0.5146156	0.4423497	-0.5016713	0.36684316
0.06483013	-0.13514288	-0.035662185	-0.06532147	0.11297542	0.10269812	-0.038351677	-0.010808595	-0.070428506	-0.04298554	0.05414155	0.09726265	0.060534526	-0.00014406908	0.0087906215	-0.048500694
0.47392648	0.23603804	-0.5460949	0.30321884	-0.352179	-0.3434175	0.530893	0.41093042	0.47324327	0.5225059	0.6685429	-0.4727425	0.5564434	-0.35903487	0.50731194	-0.47251555
1.1816518	0.67861956	-1.363261	1.0294836	-0.9597073	-0.9628909	1.1676168	1.1590745	1.3758466	1.1624298	1.4195112	-1.4592642	1.5505848	-1.0670643	1.3883444	-1.0977069
0.47270054	0.13855134	-0.5815301	0.36052743	-0.36907327	-0.37515497	0.44549552	0.44391906	0.52966803	0.5206332	0.65018696	-0.61587477	0.7022122	-0.43215173	0.56625813	-0.5369623
-0.22648078	0.07067294	0.23921767	0.12294329	0.041108754	-0.048388883	-0.21467324	-0.046560343	-0.18947263	-0.1633865	-0.29051223	0.2546091	-0.21428268	0.04532771	-0.25354382	0.1236318
0.663119	0.54620904	-0.7509729	0.6308792	-0.6926335	-0.60711247	0.72483414	0.69745547	0.7954257	0.7116807	0.8193373	-0.82372415	0.8718776	-0.6818345	0.7960364	-0.7128093
0.036658898	0.01206699	-0.07543621	0.0030080122	-0.058047455	-0.05375474	-0.020936096	0.061424308	0.05996579	-0.00025853945	0.11256481	0.011175071	0.03616808	-0.058115657	0.052810676	-0.037290372
0.48815635	0.042608544	-0.5994746	0.16435443	-0.23609605	-0.18248624	0.47269106	0.39995196	0.41013974	0.47402582	0.6221135	-0.39229655	0.6028215	-0.31037992	0.4582179	-0.46806368
0.67000884	-0.024867449	-0.77078116	0.23299527	-0.34865543	-0.2957303	0.65710175	0.5809171	0.6687562	0.6186146	0.853412	-0.61269784	0.82423985	-0.48324445	0.68208194	-0.63723916
0.28555626	0.33341026	-0.26597342	0.3336634	-0.31542674	-0.3413513	0.3189038	0.32337612	0.36190224	0.3228247	0.3753491	-0.30699772	0.34194192	-0.2716994	0.3852399	-0.22006077
-0.079043016	0.029438619	0.05179063	-0.061473705	0.10807408	0.018024063	-0.05440854	-0.060643267	-0.07856014	-0.107308224	-0.11642954	0.08841139	-0.1160042	0.11449524	-0.11185531	0.09438403
